Applicant_ID,Name,Gender,Age,Experience_Years,Degree,Skills,Languages_Known,Applied_Role,Location,Salary_Expected,Certifications,Certifications_Count,Current_Employment_Status,Notice_Period_Days,Interview_Score,Work_Auth_Status,Previous_Company,Last_Company_Rating,Job_Type,Remote_Preference,Industry,GitHub_Profile,LinkedIn_Profile,Projects_Completed,Training_Completed,Employment_Gap_Years,Relocation_Ready,Freelance_Experience,Application_Status
745,David,Non-Binary,53,1,MBA,"Python, Machine Learning","Python, SQL",ML Engineer,San Francisco,36607,No,5,Unemployed,45,,Yes,Amazon,5,Contract,No,E-commerce,Yes,No,8,Yes,0,No,Yes,Rejected
671,John,Non-Binary,53,14,Ph.D,"Excel, SQL, Python","English, French",Data Analyst,New York,,Yes,1,Unemployed,30,2,No,Google,4,Contract,Yes,Education,No,Yes,10,Yes,2,No,No,Rejected
194,Emma,Non-Binary,53,5,Ph.D,"Python, Machine Learning","English, French",ML Engineer,San Francisco,74905,Yes,4,Unemployed,90,7,No,Google,5,Contract,Yes,E-commerce,Yes,Yes,3,Yes,1,No,No,Pending
637,David,Male,53,17,B.Tech,"Excel, SQL, Python","Python, SQL",Data Analyst,San Francisco,169298,Yes,3,Unemployed,60,10,Yes,Tesla,3,Contract,Yes,Retail,No,Yes,6,Yes,3,No,Yes,Pending
797,Sophia,Male,53,29,MBA,"SQL, Database Management","Excel, Power BI",Database Admin,Chicago,300831,No,5,Employed,15,9,Yes,Tesla,3,Part-time,No,IT,Yes,Yes,4,No,3,No,Yes,Pending
688,John,Female,53,26,B.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Chicago,281732,No,4,Employed,45,7,Yes,Google,4,Full-time,No,IT,Yes,Yes,6,Yes,0,Yes,Yes,Rejected
690,Mike,Male,53,10,M.Sc,"Power BI, SQL","English, Spanish",BI Developer,Seattle,110920,No,2,Employed,30,,Yes,Startup Inc.,4,Full-time,Yes,Healthcare,Yes,No,3,Yes,4,Yes,No,Selected
458,Lisa,Male,53,23,B.Tech,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Seattle,213126,Yes,4,Unemployed,60,4,Yes,None,2,Full-time,No,E-commerce,No,Yes,11,No,2,No,No,Selected
665,Amy,Female,53,23,MBA,"Excel, SQL, Python","Java, C++",Data Analyst,Austin,206226,Yes,2,Unemployed,30,4,No,Tesla,1,Contract,Yes,E-commerce,Yes,Yes,9,No,1,No,Yes,Rejected
60,David,Non-Binary,53,16,MBA,,"SQL, R",Data Scientist,Chicago,123680,Yes,4,Employed,60,10,Yes,Tesla,2,Full-time,Yes,E-commerce,Yes,Yes,10,No,3,No,No,Rejected
380,Amy,Non-Binary,53,4,,"Python, SQL, Statistics","English, French",Data Scientist,Seattle,58584,Yes,3,Unemployed,90,,No,IBM,5,Part-time,Yes,Retail,No,Yes,10,No,2,No,No,Rejected
416,John,Male,53,13,B.Tech,"SQL, Database Management","English, Spanish",Database Admin,San Francisco,159025,No,4,Unemployed,30,10,No,,1,Contract,Yes,Retail,No,No,0,No,1,No,Yes,Selected
804,Sophia,Non-Binary,53,22,B.Tech,"Power BI, SQL","English, French",BI Developer,Seattle,170492,Yes,1,Unemployed,90,10,No,Tesla,4,Contract,No,Education,Yes,No,3,No,5,Yes,Yes,Rejected
712,Amy,Female,53,21,Ph.D,,"Python, SQL",Database Admin,Seattle,171036,No,2,Employed,45,10,Yes,Amazon,3,Full-time,Yes,Finance,No,Yes,14,Yes,5,No,Yes,Pending
344,David,Female,53,23,Ph.D,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Austin,240473,Yes,0,Unemployed,90,10,Yes,Startup Inc.,5,Contract,Yes,Finance,No,Yes,12,Yes,1,Yes,No,Pending
60,Sam,Non-Binary,53,2,,"Python, Machine Learning","Python, SQL",ML Engineer,New York,43450,No,4,Employed,60,,Yes,Microsoft,2,Contract,No,Finance,Yes,Yes,9,No,5,No,No,Rejected
637,Mike,Male,53,20,B.Tech,,"English, Spanish",BI Developer,Austin,,Yes,2,Unemployed,45,1,Yes,Tesla,4,Full-time,Yes,Education,Yes,No,14,Yes,3,No,Yes,Rejected
695,Robert,Non-Binary,53,0,B.Sc,"SQL, Database Management","SQL, R",Database Admin,San Francisco,30000,Yes,0,Unemployed,30,5,No,IBM,1,Part-time,No,E-commerce,Yes,No,2,No,2,Yes,No,Rejected
99,David,Male,53,12,Ph.D,"Python, SQL, Statistics","Java, C++",Data Scientist,Austin,96252,No,2,Employed,30,2,No,Startup Inc.,1,Part-time,Yes,Finance,Yes,Yes,8,No,1,No,No,Pending
688,Robert,Female,53,18,B.Tech,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,Seattle,161598,No,2,Unemployed,60,9,No,Startup Inc.,3,Full-time,Yes,E-commerce,No,No,4,Yes,3,No,No,Pending
886,Emma,Male,53,4,B.Tech,"Power BI, SQL","Python, SQL",BI Developer,Seattle,54992,Yes,0,Unemployed,15,7,Yes,IBM,4,Part-time,Yes,Healthcare,Yes,No,3,Yes,2,Yes,No,Selected
416,John,Male,53,24,MBA,"SQL, Database Management","SQL, R",Database Admin,Seattle,189792,Yes,0,Unemployed,15,10,Yes,Startup Inc.,4,Part-time,Yes,Finance,Yes,No,7,Yes,2,Yes,Yes,Selected
797,Sophia,Male,53,16,M.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Chicago,126032,Yes,3,Employed,30,8,Yes,,5,Part-time,No,Healthcare,Yes,No,14,Yes,3,No,No,Rejected
416,John,Male,53,82,B.Tech,"Python, Machine Learning","English, French",ML Engineer,Chicago,704614,No,5,Unemployed,60,6,Yes,IBM,5,Contract,Yes,Education,No,No,4,Yes,2,Yes,Yes,Rejected
48,Olivia,Male,54,39,MBA,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,347382,Yes,4,Unemployed,15,9,Yes,Google,1,Contract,No,IT,Yes,No,2,No,4,No,No,Selected
110,Mike,Female,54,4,B.Sc,"SQL, Database Management","SQL, R",Database Admin,San Francisco,57712,No,4,Unemployed,90,6,Yes,Tesla,2,Contract,No,Retail,Yes,Yes,1,Yes,1,Yes,Yes,Selected
888,David,Female,54,33,Ph.D,"SQL, Database Management","Excel, Power BI",Database Admin,San Francisco,207969,Yes,2,Unemployed,30,7,No,Amazon,1,Part-time,No,Education,Yes,No,14,Yes,1,No,No,Selected
577,Lisa,Non-Binary,54,0,,"Python, Machine Learning","Java, C++",ML Engineer,Chicago,30000,Yes,1,Unemployed,90,7,No,,5,Contract,Yes,Education,No,Yes,7,No,2,Yes,Yes,Rejected
899,John,Male,54,32,B.Sc,"Power BI, SQL","SQL, R",BI Developer,New York,306512,Yes,1,Employed,60,9,Yes,,5,Part-time,No,Education,Yes,No,11,Yes,3,No,Yes,Pending
89,Robert,Female,54,18,Ph.D,"Python, Machine Learning","English, French",ML Engineer,Chicago,131880,Yes,5,Employed,90,,No,Google,5,Full-time,No,Finance,Yes,Yes,1,Yes,0,Yes,No,Rejected
505,Sam,Female,54,8,B.Tech,"Python, SQL, Statistics","English, French",Data Scientist,Chicago,103312,No,2,Unemployed,15,,No,None,1,Part-time,No,Healthcare,Yes,No,13,Yes,5,Yes,No,Selected
449,Lisa,Non-Binary,54,6,Ph.D,"SQL, Database Management","Python, SQL",Database Admin,Chicago,61914,No,3,Unemployed,15,4,No,Google,4,Contract,Yes,Retail,Yes,Yes,7,Yes,2,No,Yes,Selected
434,Sam,Non-Binary,54,6,Ph.D,,"English, Spanish",Database Admin,Seattle,73344,Yes,0,Employed,45,7,No,Startup Inc.,2,Part-time,Yes,Finance,No,Yes,4,Yes,0,No,No,Selected
108,Robert,Non-Binary,54,38,B.Tech,"SQL, Database Management","Python, SQL",Database Admin,New York,242154,Yes,2,Unemployed,30,8,Yes,Amazon,2,Contract,No,IT,No,No,7,No,2,No,Yes,Pending
485,Mike,Male,54,4,Ph.D,"Python, Machine Learning","Java, C++",ML Engineer,Austin,64400,Yes,4,Unemployed,60,7,No,Google,5,Contract,No,Retail,Yes,Yes,4,Yes,0,Yes,Yes,Selected
363,Olivia,Male,54,12,Ph.D,"Python, Machine Learning","Python, SQL",ML Engineer,Austin,96972,No,1,Unemployed,30,3,Yes,Amazon,3,Full-time,Yes,Education,No,Yes,0,Yes,2,No,Yes,Pending
517,Amy,Male,54,26,Ph.D,"Excel, SQL, Python","SQL, R",Data Analyst,Austin,256096,Yes,1,Unemployed,90,4,Yes,Google,1,Full-time,No,E-commerce,No,No,11,No,3,No,Yes,Rejected
889,Olivia,Non-Binary,54,7,Ph.D,"Python, Machine Learning","Excel, Power BI",ML Engineer,San Francisco,,No,1,Unemployed,60,7,No,Microsoft,4,Contract,No,IT,Yes,Yes,12,Yes,5,Yes,No,Pending
638,Amy,Non-Binary,54,86,B.Sc,,"SQL, R",Database Admin,San Francisco,593816,No,3,Unemployed,60,8,Yes,Google,5,Part-time,No,Healthcare,Yes,No,10,No,0,Yes,No,Selected
237,Mike,Non-Binary,54,37,M.Sc,,"Python, SQL",BI Developer,Austin,281526,No,4,Unemployed,15,7,No,Amazon,3,Full-time,Yes,IT,No,Yes,13,No,4,No,No,Selected
259,Robert,Male,54,40,MBA,,"English, Spanish",Data Analyst,New York,398240,No,3,Unemployed,90,6,Yes,Startup Inc.,5,Full-time,No,Finance,Yes,Yes,10,No,3,No,No,Rejected
90,Robert,Female,54,28,B.Tech,"Power BI, SQL","SQL, R",BI Developer,Seattle,197944,Yes,0,Employed,15,9,Yes,Amazon,3,Contract,No,E-commerce,Yes,No,1,Yes,5,Yes,No,Pending
329,Lisa,Non-Binary,54,19,M.Sc,"SQL, Database Management","SQL, R",Database Admin,Chicago,139383,Yes,2,Employed,15,9,No,IBM,2,Part-time,Yes,Finance,Yes,Yes,13,Yes,2,Yes,Yes,Pending
472,Olivia,Male,54,6,Ph.D,"Python, SQL, Statistics","SQL, R",Data Scientist,New York,61692,No,2,Unemployed,45,7,No,Amazon,3,Full-time,No,Retail,Yes,Yes,5,Yes,0,No,No,Rejected
291,David,Non-Binary,54,18,B.Tech,"Python, Machine Learning","English, Spanish",ML Engineer,Austin,208128,Yes,1,Unemployed,15,8,Yes,Microsoft,2,Full-time,Yes,Education,No,No,2,Yes,5,Yes,No,Selected
775,Sophia,Female,54,22,B.Tech,"Power BI, SQL","SQL, R",BI Developer,San Francisco,142860,Yes,1,Unemployed,30,6,No,Tesla,2,Part-time,Yes,Education,Yes,No,7,No,1,Yes,No,Selected
302,Robert,Male,54,0,B.Tech,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,30000,Yes,0,Unemployed,60,1,Yes,Microsoft,1,Full-time,Yes,IT,No,No,4,No,3,No,Yes,Selected
297,John,Non-Binary,54,2,M.Sc,"Excel, SQL, Python","English, French",Data Analyst,San Francisco,40120,No,3,Employed,15,1,No,,3,Part-time,No,Education,Yes,Yes,2,No,0,No,No,Pending
104,David,Non-Binary,54,27,MBA,"Power BI, SQL","English, Spanish",BI Developer,San Francisco,224697,Yes,5,Employed,30,6,Yes,,4,Contract,No,Education,Yes,Yes,11,Yes,3,No,No,Pending
329,John,Male,54,7,B.Sc,"Power BI, SQL","Java, C++",BI Developer,San Francisco,75836,Yes,5,Employed,90,2,Yes,,4,Full-time,No,Retail,No,No,9,No,0,Yes,No,Selected
879,Emma,Female,54,27,MBA,"Python, SQL, Statistics","English, Spanish",Data Scientist,Chicago,,Yes,5,Employed,60,8,Yes,Amazon,3,Contract,No,Healthcare,No,Yes,6,Yes,1,No,No,Pending
616,David,Non-Binary,54,33,MBA,"Excel, SQL, Python","English, Spanish",Data Analyst,Chicago,253773,Yes,4,Unemployed,90,1,Yes,Tesla,1,Part-time,No,Healthcare,No,Yes,13,No,4,Yes,No,Rejected
758,Sophia,Male,54,2,Ph.D,"SQL, Database Management","English, French",Database Admin,Seattle,40074,Yes,0,Unemployed,30,2,Yes,None,4,Contract,No,Finance,No,Yes,7,No,1,Yes,Yes,Rejected
253,Olivia,Male,54,21,MBA,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,San Francisco,211251,Yes,2,Unemployed,90,,No,Startup Inc.,5,Contract,No,Finance,Yes,Yes,3,No,2,Yes,No,Selected
291,David,Non-Binary,54,24,B.Sc,"SQL, Database Management","Java, C++",Database Admin,New York,213936,Yes,2,Employed,90,6,Yes,None,4,Contract,No,Healthcare,Yes,Yes,12,Yes,3,Yes,No,Pending
879,Emma,Female,54,32,,"Python, SQL, Statistics","English, Spanish",Data Scientist,San Francisco,205136,Yes,3,Unemployed,90,,No,,1,Part-time,Yes,IT,No,No,12,No,4,No,No,Selected
517,Amy,Male,54,26,B.Tech,"Power BI, SQL","English, Spanish",BI Developer,Chicago,161508,Yes,0,Unemployed,15,2,No,,2,Part-time,No,Healthcare,Yes,No,10,No,3,Yes,Yes,Pending
253,Olivia,Male,54,23,M.Sc,"Excel, SQL, Python","Python, SQL",Data Analyst,Chicago,205628,Yes,4,Employed,15,2,Yes,Google,2,Part-time,No,Finance,Yes,Yes,8,Yes,5,No,No,Selected
363,Olivia,Male,54,17,B.Tech,,"SQL, R",Data Scientist,New York,159438,No,0,Employed,15,7,Yes,Google,2,Part-time,Yes,E-commerce,Yes,Yes,5,No,0,Yes,No,Pending
473,Emma,Male,55,23,B.Tech,"Excel, SQL, Python","Excel, Power BI",Data Analyst,New York,205122,Yes,0,Employed,60,5,No,Startup Inc.,1,Part-time,No,Education,No,Yes,13,No,2,Yes,Yes,Rejected
247,Emma,Non-Binary,55,27,B.Sc,"Python, SQL, Statistics","English, French",Data Scientist,Austin,299973,No,3,Employed,30,5,Yes,Startup Inc.,2,Full-time,Yes,Retail,No,No,0,Yes,2,No,No,Selected
940,Amy,Non-Binary,55,21,MBA,"Power BI, SQL","Java, C++",BI Developer,Chicago,,Yes,4,Employed,15,8,Yes,Amazon,2,Full-time,No,E-commerce,No,No,4,Yes,3,No,Yes,Rejected
795,Olivia,Male,55,30,B.Sc,"Excel, SQL, Python","English, Spanish",Data Analyst,San Francisco,222330,No,5,Unemployed,90,7,No,Startup Inc.,1,Full-time,No,E-commerce,No,No,4,Yes,2,No,No,Rejected
957,Mike,Female,55,83,B.Tech,"Python, SQL, Statistics","SQL, R",Data Scientist,Seattle,451972,No,2,Unemployed,90,9,No,Startup Inc.,5,Contract,Yes,Education,No,No,6,Yes,3,No,Yes,Rejected
493,John,Female,55,32,Ph.D,"Python, Machine Learning","Java, C++",ML Engineer,Seattle,239056,Yes,1,Employed,90,4,No,Google,4,Contract,Yes,Healthcare,No,No,6,No,0,No,Yes,Selected
969,David,Male,55,32,MBA,"SQL, Database Management","English, French",Database Admin,New York,311504,No,5,Unemployed,90,10,No,Amazon,1,Part-time,No,IT,No,Yes,5,No,0,No,Yes,Pending
545,Sam,Male,55,32,Ph.D,"Power BI, SQL","Excel, Power BI",BI Developer,San Francisco,275568,No,4,Unemployed,45,4,No,Tesla,1,Part-time,Yes,E-commerce,Yes,Yes,14,Yes,3,Yes,Yes,Pending
206,Emma,Female,55,34,MBA,"Excel, SQL, Python","Python, SQL",Data Analyst,Austin,297682,No,2,Unemployed,60,2,No,Startup Inc.,3,Full-time,No,IT,Yes,Yes,14,No,1,No,No,Pending
509,Olivia,Non-Binary,55,33,MBA,"Python, Machine Learning","Excel, Power BI",ML Engineer,Austin,297960,Yes,5,Unemployed,30,3,Yes,Amazon,2,Part-time,No,Retail,No,Yes,7,No,1,Yes,Yes,Pending
135,Mike,Non-Binary,55,3,M.Sc,"Power BI, SQL","Python, SQL",BI Developer,Seattle,48270,No,3,Employed,30,1,No,Microsoft,5,Contract,No,Retail,Yes,No,1,Yes,0,Yes,Yes,Selected
12,Amy,Male,55,21,B.Sc,"Excel, SQL, Python","Java, C++",Data Analyst,San Francisco,194514,No,4,Unemployed,15,1,No,Google,3,Part-time,No,Retail,Yes,Yes,13,No,4,No,No,Rejected
600,Sophia,Female,55,27,M.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Chicago,279048,Yes,4,Unemployed,45,,Yes,Tesla,5,Full-time,No,Finance,No,Yes,12,No,1,Yes,No,Pending
463,Robert,Female,55,28,Ph.D,"SQL, Database Management","Excel, Power BI",Database Admin,New York,228128,No,2,Unemployed,30,5,Yes,Google,2,Part-time,No,E-commerce,Yes,Yes,12,No,3,Yes,Yes,Selected
992,David,Male,55,12,,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Seattle,128280,No,2,Employed,60,3,Yes,Google,2,Contract,Yes,Retail,Yes,Yes,6,Yes,0,No,Yes,Rejected
856,Emma,Female,55,2,B.Tech,"SQL, Database Management","English, French",Database Admin,Austin,49574,No,0,Unemployed,90,7,Yes,IBM,2,Full-time,Yes,Finance,No,No,9,No,2,No,No,Rejected
466,Lisa,Non-Binary,55,11,MBA,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,,Yes,0,Employed,15,2,Yes,Amazon,4,Part-time,Yes,Retail,No,No,14,No,2,Yes,Yes,Selected
415,Robert,Male,55,11,B.Sc,"Power BI, SQL","Python, SQL",BI Developer,Austin,98288,No,4,Employed,60,3,Yes,Microsoft,5,Contract,No,Healthcare,Yes,Yes,6,No,1,No,No,Selected
261,Emma,Non-Binary,55,34,M.Sc,"Power BI, SQL","Excel, Power BI",BI Developer,New York,321618,Yes,1,Employed,30,1,No,,5,Full-time,Yes,E-commerce,No,Yes,3,Yes,4,No,No,Selected
823,Olivia,Male,55,9,B.Tech,,"Java, C++",Data Analyst,New York,117669,No,3,Employed,45,8,Yes,Microsoft,3,Full-time,No,Finance,No,Yes,11,Yes,5,Yes,Yes,Selected
334,Mike,Non-Binary,55,19,B.Sc,"Power BI, SQL","SQL, R",BI Developer,San Francisco,174039,No,2,Unemployed,15,2,Yes,Amazon,1,Contract,Yes,Retail,Yes,Yes,9,No,1,No,No,Selected
606,Sophia,Male,55,23,M.Sc,,"English, French",Data Analyst,San Francisco,232101,No,0,Employed,30,7,Yes,,2,Part-time,No,Finance,No,No,1,No,4,No,No,Rejected
970,Robert,Male,55,31,,"Excel, SQL, Python","English, French",Data Analyst,Seattle,200965,No,3,Employed,15,9,Yes,IBM,2,Part-time,No,Retail,Yes,No,3,Yes,1,No,Yes,Pending
51,Olivia,Female,55,0,Ph.D,"Python, SQL, Statistics","SQL, R",Data Scientist,San Francisco,30000,Yes,5,Employed,30,6,No,Amazon,3,Part-time,No,Healthcare,No,Yes,3,Yes,2,Yes,No,Rejected
408,Robert,Female,55,26,MBA,"Power BI, SQL","Java, C++",BI Developer,San Francisco,237324,No,5,Employed,90,2,Yes,Tesla,5,Full-time,No,IT,Yes,Yes,11,Yes,4,Yes,No,Rejected
576,John,Non-Binary,55,6,MBA,"Python, SQL, Statistics","Python, SQL",Data Scientist,Seattle,65592,Yes,4,Employed,45,2,Yes,Tesla,4,Full-time,No,Retail,No,No,11,Yes,2,No,Yes,Selected
62,Sam,Male,55,38,B.Sc,"Power BI, SQL","Java, C++",BI Developer,Austin,283194,No,2,Unemployed,90,9,No,Amazon,5,Part-time,Yes,IT,Yes,No,5,No,3,No,No,Rejected
545,Sam,Male,55,38,MBA,"Excel, SQL, Python","Java, C++",Data Analyst,Austin,,Yes,5,Employed,30,,No,Startup Inc.,4,Full-time,No,E-commerce,No,Yes,13,Yes,3,No,No,Selected
970,Robert,Male,55,7,,"Python, Machine Learning","English, Spanish",ML Engineer,Seattle,76697,No,2,Unemployed,60,8,No,Microsoft,4,Full-time,Yes,Healthcare,Yes,Yes,6,Yes,0,Yes,Yes,Pending
854,David,Non-Binary,56,23,Ph.D,"Python, Machine Learning","English, French",ML Engineer,Chicago,,No,0,Unemployed,90,9,Yes,,5,Contract,No,E-commerce,No,Yes,2,Yes,2,Yes,No,Pending
535,Sophia,Non-Binary,56,25,B.Tech,"Excel, SQL, Python","Python, SQL",Data Analyst,Austin,195700,Yes,5,Employed,60,4,No,Startup Inc.,2,Part-time,No,IT,Yes,No,14,Yes,2,No,No,Pending
650,Mike,Non-Binary,56,11,B.Tech,"Power BI, SQL","English, Spanish",BI Developer,Chicago,103601,Yes,1,Unemployed,30,4,No,IBM,4,Part-time,No,Healthcare,No,No,9,No,0,No,No,Pending
32,Lisa,Female,56,5,B.Sc,"Excel, SQL, Python","SQL, R",Data Analyst,Chicago,79260,Yes,5,Unemployed,45,2,No,Google,3,Part-time,Yes,Education,Yes,No,0,No,3,Yes,No,Pending
178,Mike,Male,56,24,M.Sc,"Power BI, SQL","Java, C++",BI Developer,Chicago,176496,Yes,2,Unemployed,60,10,Yes,None,3,Full-time,No,Healthcare,Yes,No,2,No,3,No,Yes,Pending
411,David,Male,56,19,MBA,"Excel, SQL, Python","SQL, R",Data Analyst,Seattle,149130,No,1,Employed,30,1,Yes,,4,Full-time,Yes,Healthcare,No,No,8,No,4,No,No,Selected
901,David,Female,56,3,M.Sc,,"English, French",Database Admin,Austin,53706,Yes,3,Employed,60,10,No,Google,2,Full-time,No,Education,No,Yes,0,Yes,4,Yes,Yes,Pending
806,Olivia,Non-Binary,56,5,Ph.D,"SQL, Database Management","English, Spanish",Database Admin,San Francisco,78720,Yes,5,Employed,90,4,Yes,,4,Part-time,Yes,Finance,Yes,Yes,12,No,5,No,No,Selected
373,Amy,Non-Binary,56,16,M.Sc,"Python, Machine Learning","English, Spanish",ML Engineer,San Francisco,132544,Yes,2,Employed,30,10,Yes,IBM,3,Full-time,Yes,Finance,No,Yes,7,No,3,No,Yes,Selected
822,Lisa,Female,56,28,,"Python, SQL, Statistics","Python, SQL",Data Scientist,Seattle,,No,5,Employed,90,10,Yes,Startup Inc.,3,Part-time,Yes,Finance,Yes,Yes,1,Yes,5,Yes,No,Selected
298,Sophia,Male,56,34,B.Tech,"Excel, SQL, Python","Java, C++",Data Analyst,San Francisco,245220,No,5,Employed,15,8,Yes,None,5,Full-time,No,IT,Yes,No,5,No,1,No,Yes,Rejected
111,Amy,Non-Binary,56,35,B.Tech,"Power BI, SQL","Python, SQL",BI Developer,San Francisco,370305,No,2,Employed,30,2,Yes,Amazon,2,Part-time,No,Healthcare,Yes,Yes,2,No,2,Yes,Yes,Pending
944,Olivia,Non-Binary,56,38,,"Python, Machine Learning","English, Spanish",ML Engineer,Austin,298052,No,1,Unemployed,60,8,No,Microsoft,5,Contract,Yes,Retail,Yes,No,6,No,4,Yes,No,Selected
995,David,Non-Binary,56,88,B.Tech,"Power BI, SQL","English, Spanish",BI Developer,New York,553864,Yes,0,Unemployed,15,1,No,Amazon,1,Full-time,No,Education,Yes,No,1,Yes,1,Yes,No,Pending
480,Olivia,Non-Binary,56,16,B.Tech,"Power BI, SQL","Python, SQL",BI Developer,Austin,,No,5,Employed,90,1,No,Microsoft,4,Part-time,No,Retail,Yes,Yes,3,Yes,4,No,Yes,Pending
103,Mike,Male,56,13,B.Sc,"Python, SQL, Statistics","English, Spanish",Data Scientist,Austin,131426,Yes,4,Unemployed,90,4,No,Amazon,5,Contract,No,IT,No,Yes,9,Yes,0,No,Yes,Pending
605,David,Non-Binary,56,39,B.Sc,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,Austin,225351,No,3,Employed,60,,Yes,Startup Inc.,2,Contract,Yes,Education,Yes,Yes,8,No,2,No,Yes,Selected
161,John,Non-Binary,56,32,M.Sc,"Excel, SQL, Python","English, French",Data Analyst,Seattle,273488,Yes,2,Employed,15,9,No,,4,Full-time,Yes,Retail,Yes,Yes,5,Yes,5,No,Yes,Selected
468,Robert,Female,56,33,B.Tech,"Python, Machine Learning","Java, C++",ML Engineer,New York,198993,Yes,5,Employed,45,5,No,IBM,4,Part-time,No,IT,Yes,Yes,3,Yes,5,Yes,Yes,Pending
681,Mike,Female,56,27,Ph.D,"SQL, Database Management","English, French",Database Admin,Seattle,294114,Yes,0,Unemployed,60,2,Yes,Amazon,4,Full-time,Yes,IT,Yes,Yes,1,No,4,Yes,Yes,Pending
437,Amy,Non-Binary,56,0,M.Sc,"SQL, Database Management","Java, C++",Database Admin,Austin,30000,Yes,2,Employed,90,7,Yes,Amazon,4,Contract,No,IT,Yes,No,9,Yes,3,Yes,No,Pending
575,Sam,Non-Binary,56,17,B.Tech,"Power BI, SQL","English, Spanish",BI Developer,Seattle,166629,Yes,5,Employed,30,2,Yes,IBM,4,Full-time,No,Education,No,No,13,No,5,No,No,Selected
651,Emma,Female,56,25,MBA,"Excel, SQL, Python","Python, SQL",Data Analyst,Chicago,166000,No,3,Employed,15,,Yes,IBM,2,Part-time,Yes,Retail,No,No,8,No,0,Yes,Yes,Pending
394,Amy,Non-Binary,56,30,M.Sc,,"Python, SQL",Data Scientist,New York,262470,Yes,4,Employed,45,9,No,Startup Inc.,1,Contract,Yes,Retail,Yes,Yes,14,Yes,0,Yes,Yes,Selected
801,Lisa,Male,56,9,MBA,"Python, SQL, Statistics","English, Spanish",Data Scientist,San Francisco,80310,Yes,2,Unemployed,30,3,Yes,Startup Inc.,3,Full-time,No,E-commerce,Yes,No,3,No,3,No,No,Selected
896,Sophia,Male,56,37,Ph.D,"Python, SQL, Statistics","Java, C++",Data Scientist,Austin,265616,Yes,5,Employed,15,8,Yes,Tesla,1,Full-time,No,IT,Yes,Yes,8,No,0,No,Yes,Pending
354,John,Non-Binary,56,15,B.Sc,"Excel, SQL, Python","English, Spanish",Data Analyst,San Francisco,134835,Yes,1,Unemployed,60,4,Yes,Amazon,3,Full-time,No,Finance,No,Yes,13,No,2,Yes,Yes,Pending
871,John,Female,56,24,M.Sc,"Power BI, SQL","Java, C++",BI Developer,Chicago,182664,No,0,Unemployed,60,3,Yes,Startup Inc.,5,Full-time,Yes,Healthcare,No,No,1,Yes,4,No,No,Selected
130,Amy,Female,56,27,Ph.D,"Python, Machine Learning","English, Spanish",ML Engineer,Chicago,266871,No,4,Employed,15,1,Yes,None,4,Full-time,Yes,E-commerce,Yes,No,6,No,0,No,No,Rejected
172,Sam,Non-Binary,56,23,B.Tech,"SQL, Database Management","English, Spanish",Database Admin,New York,192472,Yes,2,Employed,45,,Yes,Startup Inc.,5,Contract,No,E-commerce,No,Yes,10,Yes,2,No,Yes,Selected
234,Lisa,Non-Binary,56,24,MBA,"Power BI, SQL","English, Spanish",BI Developer,Chicago,207960,Yes,5,Unemployed,15,4,No,,5,Contract,No,Education,Yes,Yes,10,Yes,3,Yes,No,Selected
801,Lisa,Male,56,21,B.Sc,"Power BI, SQL","Python, SQL",BI Developer,New York,196971,Yes,4,Unemployed,30,,No,IBM,3,Part-time,Yes,E-commerce,Yes,No,4,No,4,Yes,Yes,Selected
954,Lisa,Male,57,17,B.Tech,"Python, Machine Learning","Java, C++",ML Engineer,Seattle,162056,Yes,1,Unemployed,30,10,No,Amazon,2,Full-time,No,Retail,No,No,7,No,3,Yes,No,Rejected
536,John,Male,57,12,B.Tech,"Power BI, SQL","SQL, R",BI Developer,San Francisco,130992,No,2,Unemployed,60,8,Yes,None,4,Part-time,Yes,Education,No,No,10,No,4,Yes,Yes,Rejected
526,Sophia,Non-Binary,57,8,B.Sc,"SQL, Database Management","English, Spanish",Database Admin,New York,,No,4,Employed,15,,Yes,Google,5,Contract,Yes,Education,No,No,13,No,0,Yes,Yes,Rejected
277,Lisa,Male,57,14,B.Sc,,"English, French",ML Engineer,Seattle,101596,Yes,2,Unemployed,60,8,No,Amazon,1,Full-time,No,Finance,No,No,7,No,0,Yes,Yes,Selected
696,David,Female,57,33,,"Power BI, SQL","English, French",BI Developer,San Francisco,240144,Yes,2,Unemployed,45,3,No,,4,Part-time,No,IT,No,No,13,Yes,4,Yes,Yes,Rejected
278,David,Non-Binary,57,5,MBA,"Excel, SQL, Python","Python, SQL",Data Analyst,Seattle,,Yes,4,Unemployed,30,6,No,Amazon,2,Full-time,Yes,E-commerce,Yes,Yes,13,Yes,2,Yes,No,Selected
